"Players","Ratings","games","Hard_Ratings","Hard_games","Grass_Ratings","Grass_games","Clay_Ratings","Clay_games","Carpet_Ratings","Carpet_games","Nationality","Handed","CountryCode","Continent"
"Erlich J.",1490.39923199513,9,1503.5115117362,6,1488.65858932615,3,1500,0,1500,0,"ISR","R",107,4
"Tarallo S.",1498.09420576019,2,1500,0,1500,0,1498.89176968751,2,1500,0,"ITA","R",99,5
"Flygt K.",1499.75289761289,4,1510.76921184465,3,1500,0,1490.77759935064,1,1500,0,"SWE","R",181,5
"Friedl L.",1478.1440892108,4,1477.2136950785,4,1500,0,1500,0,1500,0,"CZE","R",58,5
"Suzuki T.",1510.73927899937,25,1514.64943539539,22,1490.73521595222,3,1500,0,1500,0,"JPN","R",108,4
"Yoon Y.",1491.93791757642,7,1498.30766803043,6,1490.83099117758,1,1500,0,1500,0,"KOR","R",116,4
"Viloca J.A.",1501.73705346541,12,1504.43957511827,6,1500,0,1501.57402932195,6,1500,0,"ESP","R",64,5
"Palmer J.",1507.42774881946,4,1513.96583075848,3,1489.7,1,1500,0,1500,0,"USA","U",222,6
"Childs L.",1460.24491751581,9,1499.11327924739,2,1455.48339851404,7,1500,0,1500,0,"GBR","R",76,5
"Froberg J.",1504.89498212382,2,1504.02362829057,2,1500,0,1500,0,1500,0,"SWE","U",181,5
"Ortegren J.",1501.20714236496,2,1501.56396874222,2,1500,0,1500,0,1500,0,"SWE","R",181,5
"Phau B.",1452.16035931533,30,1484.04729643539,19,1500,0,1443.48266288631,11,1500,0,"GER","R",59,5
"Pless K.",1443.15932647609,72,1463.43406734057,47,1471.67548272971,7,1454.5317907428,18,1500,0,"DEN","R",62,5
"Robredo T.",1723.33585303732,226,1637.95573801229,98,1559.82240619131,23,1711.63936001804,105,1500,0,"ESP","R",64,5
"Weiner G.",1455.05881937111,23,1455.92318421003,18,1491.79041435334,5,1500,0,1500,0,"USA","R",222,6
"Burgsmuller L.",1452.81082587305,135,1465.42909271145,81,1451.48673981999,16,1447.07120077819,38,1500,0,"GER","R",59,5
"Armando H.",1452.07600533208,26,1507.84294377702,4,1500,0,1431.96482887341,22,1500,0,"USA","R",222,6
"Hadad M.",1498.67200082109,4,1500,0,1500,0,1499.52093108602,4,1500,0,"COL","R",45,8
"Hirigoyen I.",1483.17511031279,4,1490.38869377903,1,1500,0,1488.46732497884,3,1500,0,"ARG","R",11,8
"Nalbandian D.",1745.6057627973,172,1674.01695709546,76,1574.71113476575,11,1668.70882557382,85,1500,0,"ARG","R",11,8
"Simoni A.",1428.29913186723,30,1455.54085655518,15,1470.790888526,5,1491.02179588228,10,1500,0,"RUS","U",180,5
"Tobon M.",1498.75573125405,2,1500,0,1500,0,1500.03943420325,2,1500,0,"COL","R",45,8
"Mahut N.",1412.60124014412,25,1439.53868133255,12,1488.69108302018,5,1444.73883080689,8,1500,0,"FRA","R",70,5
"Lopez F.",1653.9466997454,147,1610.02846426885,75,1529.98301021801,15,1561.34321458559,57,1500,0,"ESP","U",64,5
"Acasuso J.",1567.7621532658,120,1423.72210010956,23,1440.34590104078,6,1635.12922318895,91,1500,0,"ARG","R",11,8
"Tursunov D.",1541.00174700418,38,1518.86039772485,26,1500.2365978965,4,1487.68591777249,8,1500,0,"RUS","R",180,5
"Saretta F.",1544.22881840574,111,1510.83993019114,37,1510.39913878357,11,1543.50090156775,63,1500,0,"BRA","R",19,8
"Montanes A.",1480.02895623283,114,1428.41534551189,19,1481.6466303665,4,1522.79763576051,91,1500,0,"ESP","R",64,5
"Thomann N.",1481.60183967354,24,1512.25143356807,15,1490.41625544456,3,1458.2677441655,6,1500,0,"FRA","R",70,5
"Gross O.",1454.62872294801,12,1489.99400526063,1,1489.60213505369,1,1469.354745406,10,1500,0,"GER","R",59,5
"Blake J.",1601.03263350833,153,1629.9439062132,108,1520.79504130954,17,1502.35555177865,28,1500,0,"RSA","U",4,2
"Santopadre V.",1493.22126809181,3,1500,0,1500,0,1492.88558722154,3,1500,0,"ITA","L",99,5
"Traykov I.",1499.95322662241,2,1500,0,1500,0,1499.4230480009,2,1500,0,"BUL","R",37,5
"Andersen J.F.",1477.0347268938,8,1489.83456346429,1,1500,0,1481.37854502699,7,1500,0,"DEN","U",62,5
"Ondruska M.",1452.86536337529,8,1454.04211206791,5,1489.7,1,1505.75076750754,2,1500,0,"RSA","R",4,2
"Elseneer G.",1450.28399329457,31,1456.98091645863,9,1492.08661621755,17,1493.06296084923,5,1500,0,"BEL","R",22,5
"Allegro Y.",1461.22166929433,10,1477.13554626772,2,1477.42505043718,8,1500,0,1500,0,"SUI","R",198,5
"Carlsen K.",1516.21819843197,108,1510.75732147802,71,1515.87645016266,25,1450.24255594473,12,1500,0,"DEN","L",62,5
"Settergren J.",1484.40861869731,6,1479.10313131225,2,1500,0,1503.12479851262,4,1500,0,"SWE","R",181,5
"Mutis O.",1494.22284265355,56,1454.79083948592,13,1489.57866184978,5,1524.10369660697,38,1500,0,"FRA","R",70,5
"Lopez M.",1524.10378180381,38,1500,0,1494.04917971518,3,1522.61384290776,35,1500,0,"ESP","U",64,5
"Wassen R.",1471.11491893516,8,1499.58734148778,2,1490.3097211501,1,1477.61059466775,5,1500,0,"NED","R",96,5
"Horna L.",1646.39374395155,111,1545.17904922846,37,1479.98945981237,2,1599.75663110665,72,1500,0,"PER","R",173,8
"Serrano O.",1484.7415872295,8,1500,0,1500,0,1486.38857285426,8,1500,0,"ESP","R",64,5
"Kutsenko V.",1470.32608612229,10,1467.19021908211,8,1500,0,1501.8251949424,2,1500,0,"RUS","R",180,5
"Marach O.",1484.81131390128,4,1500,0,1500,0,1482.73096122404,4,1500,0,"AUT","R",17,5
"Peya A.",1458.66143295725,21,1490.63387042854,10,1493.80775619723,3,1463.98141031244,8,1500,0,"AUT","R",17,5
"Trifu G.",1463.60402820495,8,1500,0,1480.00475371392,2,1484.06753809825,6,1500,0,"ROU","R",178,5
"Vacek J.",1399.26475617693,80,1378.42575144335,44,1496.95262752183,21,1453.48464540575,15,1500,0,"CZE","R",58,5
"Ginepri R.",1586.62458719321,113,1550.33503989888,82,1565.56421175891,21,1480.79543518757,10,1500,0,"USA","R",222,6
"Cuadrado C.",1490.3804919584,3,1500,0,1500,0,1491.83417504298,3,1500,0,"ESP","R",64,5
"Labadze I.",1448.94062590694,93,1445.75360863172,39,1453.90133524443,10,1467.53221015609,44,1500,0,"GEO","L",79,4
"Behr N.",1493.69175845998,9,1495.39465571765,9,1500,0,1500,0,1500,0,"ISR","L",107,4
"Okun N.",1461.68429367638,43,1465.41510121378,36,1472.0907634223,5,1500.52432670084,2,1500,0,"ISR","R",107,4
"Joyce M.",1499.57914643988,6,1499.63922941397,6,1500,0,1500,0,1500,0,"USA","U",222,6
"Kim A.",1417.2325604562,32,1431.96979441995,25,1490.23596158882,3,1462.62994343283,4,1500,0,"KAZ","R",111,4
"Brasington J.",1455.08317377068,10,1466.21831721043,6,1488.91146859123,1,1490.09200799528,3,1500,0,"USA","R",222,6
"Ramirez Hidalgo R.",1485.43458112646,16,1500,0,1500,0,1482.20218597775,16,1500,0,"ESP","R",64,5
"Mello R.",1573.22109712522,33,1558.53699185995,23,1490.89057379381,1,1501.62104826161,9,1500,0,"BRA","L",19,8
"Ogorodov O.",1479.46173387773,12,1476.94134801348,9,1500,0,1498.85112633935,3,1500,0,"UZB","R",223,4
"Tebbutt M.",1489.19097473771,3,1489.89239443735,3,1500,0,1500,0,1500,0,"AUS","L",16,7
"Terachi T.",1476.6761129356,8,1480.10457351364,8,1500,0,1500,0,1500,0,"JPN","R",108,4
"Fukarek O.",1412.15734105972,14,1431.38114191289,9,1490.14897048784,3,1480.13793970666,2,1500,0,"CZE","R",58,5
"Kondo H.",1492.25954555826,3,1490.40629800502,3,1500,0,1500,0,1500,0,"JPN","R",108,4
"Udomchoke D.",1471.46445725423,8,1464.43639275134,8,1500,0,1500,0,1500,0,"THA","R",207,4
"Melzer J.",1579.98095971898,96,1530.99223750431,39,1496.68552215231,16,1522.33882138701,41,1500,0,"AUT","L",17,5
"Nieminen J.",1610.8186048943,144,1561.35079369782,89,1485.56350154037,10,1620.51691035399,45,1500,0,"FIN","L",71,5
"Soderling R.",1607.46245393021,71,1593.71104016138,47,1516.90440693772,9,1474.89962068166,15,1500,0,"SWE","R",181,5
"Galvani S.",1472.57306808542,22,1460.58688285151,7,1487.35544363617,3,1487.8267451572,12,1500,0,"ITA","R",99,5
"Karlovic I.",1522.09965563195,55,1465.95894552143,27,1535.57640905498,14,1503.27358654305,14,1500,0,"CRO","R",97,5
"Knowle J.",1409.55606989023,37,1444.21978484395,14,1467.86670684983,12,1439.28444922791,11,1500,0,"AUT","L",17,5
"Stepanek R.",1602.00773331217,109,1498.95153827017,49,1543.09995965392,16,1585.03463344646,44,1500,0,"CZE","R",58,5
"Nielsen M.",1458.83737290483,7,1459.33163486818,7,1500,0,1500,0,1500,0,"USA","U",222,6
"Bachelot J.F",1487.33769680315,6,1506.16334747987,2,1481.87937059382,2,1499.76182085058,2,1500,0,"FRA","R",70,5
"Carraz G.",1527.62438213426,57,1524.38881722632,41,1493.72406147633,12,1475.17152718738,4,1500,0,"FRA","R",70,5
"Gicquel M.",1491.41719972657,5,1502.03668761475,4,1500,0,1489.02464061513,1,1500,0,"FRA","R",70,5
"Silva J.",1479.64218507594,4,1489.18118612188,1,1500,0,1491.89205510889,3,1500,0,"BRA","R",19,8
"Morrison J.",1513.34649625326,63,1499.58895119707,49,1497.4207342601,13,1493.35060644433,1,1500,0,"USA","",222,6
"El Aarej M.",1463.63680844503,6,1500,0,1500,0,1464.84785688912,6,1500,0,"MAR","R",145,2
"Gasquet R.",1506.12930640457,42,1482.61716986732,15,1471.17869741455,3,1527.16689830302,24,1500,0,"FRA","R",70,5
"Krajan Z.",1410.396768962,32,1457.53156623387,8,1489.45061104801,1,1436.59286753615,23,1500,0,"CRO","R",97,5
"Perez D.",1467.30864388224,6,1500,0,1500,0,1463.69120423275,6,1500,0,"ESP","R",64,5
"Nadal-Parera R.",1498.29846814677,2,1500,0,1500,0,1500.63405852525,2,1500,0,"ESP","L",64,5
"Galimberti G.",1446.34873528485,15,1469.09299962203,3,1500,0,1472.84134123669,12,1500,0,"ITA","R",99,5
"de Chaunac S.",1487.72984853951,12,1495.66193379223,8,1500,0,1484.30087503674,4,1500,0,"FRA","R",70,5
"Hadad A.",1499.65369774167,2,1500,0,1500,0,1500.56116315066,2,1500,0,"ISR","R",107,4
"Ancic M.",1594.68706713881,78,1479.6018299484,44,1551.26727318922,18,1546.49071352686,16,1500,0,"SLO","U",201,5
"Beck K.",1517.00197603238,66,1496.30022744364,41,1503.16490743342,13,1440.27248450159,12,1500,0,"LTU","U",126,5
"Waske A.",1401.73980984582,32,1443.32072888942,11,1455.82369092567,7,1440.29967727321,14,1500,0,"GER","R",59,5
"Fraile G.",1503.73333206698,2,1500,0,1500,0,1504.82377416259,2,1500,0,"ESP","R",64,5
"Blake T.",1486.15155057141,7,1496.17053076116,4,1499.87234481625,2,1489.7,1,1500,0,"USA","R",222,6
"Vahaly B.",1396.08533606476,59,1423.10369903321,42,1468.25993321135,10,1455.89927351659,7,1500,0,"USA","R",222,6
"Verkerk M.",1619.42002976229,93,1474.04588572942,40,1484.89933831764,8,1635.66481168137,45,1500,0,"NED","R",96,5
"Ferrer D.",1529.30736354232,116,1437.09000690343,30,1482.57557137874,6,1590.08988184084,80,1500,0,"ESP","R",64,5
"Hanescu V.",1511.28055950028,67,1490.6525636976,16,1511.05551667608,9,1516.7766182017,42,1500,0,"ROU","R",178,5
"Radic M.",1484.02126538361,6,1500,0,1500,0,1481.83509803469,6,1500,0,"CRO","R",97,5
"Schiessling T.",1486.67231749114,4,1500,0,1500,0,1488.22153118037,4,1500,0,"AUT","R",17,5
"Bogomolov Jr.A.",1486.35226101224,4,1484.18253248399,4,1500,0,1500,0,1500,0,"RUS","R",180,5
"Verdasco F.",1615.68859616106,75,1513.36076470819,29,1511.74156161994,9,1595.96573909794,37,1500,0,"ESP","L",64,5
"Dancevic F.",1479.65445034815,7,1475.71394947729,5,1499.36422880213,2,1500,0,1500,0,"CAN","R",39,6
"Norman D.",1426.61117680836,24,1468.88350880265,10,1478.74357532216,7,1459.12203992676,7,1500,0,"BEL","L",22,5
"Giner J.",1492.76003242612,5,1500,0,1500,0,1495.36416466207,5,1500,0,"ESP","R",64,5
"Washington M.",1482.00192783089,4,1482.03421100295,4,1500,0,1500,0,1500,0,"USA","R",222,6
"Johansson J.",1619.5875110765,61,1624.67869897598,46,1510.26229507343,8,1458.60286245708,7,1500,0,"SWE","U",181,5
"Vliegen K.",1486.84770983072,36,1491.64094552304,14,1477.22322915237,2,1509.51159503734,20,1500,0,"BEL","R",22,5
"Lisnard J.R.",1452.59918044474,49,1474.7247510766,26,1489.78192133634,1,1468.88403973886,22,1500,0,"MON","R",131,5
"Van Lottum J.",1498.0372097305,3,1497.81046290642,3,1500,0,1500,0,1500,0,"NED","R",96,5
"Hantschek M.",1503.15751509612,2,1502.11669723654,2,1500,0,1500,0,1500,0,"GER","R",59,5
"Luczak P.",1469.74881162376,20,1456.34585117862,11,1502.16030025118,2,1493.89309178469,7,1500,0,"AUS","R",16,7
"Crabb J.",1452.11473899677,8,1449.97098712984,8,1500,0,1500,0,1500,0,"AUS","R",16,7
"Larkham T.",1478.75443074298,7,1499.14089230719,4,1490.81424241645,1,1481.8697047192,2,1500,0,"AUS","R",16,7
"Sirianni J.",1497.0373776452,3,1494.36280551983,3,1500,0,1500,0,1500,0,"AUS","R",16,7
"Cadart R.",1482.9290318367,6,1504.51520338485,4,1488.35248449562,1,1489.16852096094,1,1500,0,"FRA","L",70,5
"Gambill J. M.",1497.81641198711,4,1496.56634504069,4,1500,0,1500,0,1500,0,"USA","R",222,6
"Fleishman Z.",1459.07051562172,8,1460.75865154128,6,1499.89085304367,2,1500,0,1500,0,"USA","R",222,6
"Daniel M.",1479.35387457586,5,1488.98532685135,1,1500,0,1484.64946347928,4,1500,0,"NZL","U",162,7
"Gamonal H.",1473.79489903826,7,1487.97207033603,1,1500,0,1484.92195796662,6,1500,0,"CHI","R",41,8
"Massa E.",1466.57758645029,7,1500,0,1489.38108277231,1,1471.28752676428,6,1500,0,"ARG","R",11,8
"Melo D.",1478.78370081863,5,1487.41931993702,1,1500,0,1489.1383222344,4,1500,0,"BRA","L",19,8
"Marin J.A",1506.26985624463,2,1500,0,1500,0,1503.25850953774,2,1500,0,"COL","U",45,8
"Miranda I.",1469.84051002999,19,1464.35746007163,9,1508.59060738879,3,1492.98757289399,7,1500,0,"PER","R",173,8
"Abel M.",1467.25263313916,9,1477.55805968461,5,1492.1949210387,1,1491.26651524291,3,1500,0,"ARG","U",11,8
"Kendrick R.",1504.8131790588,24,1526.93523065293,18,1459.77035760466,4,1504.06940282902,2,1500,0,"USA","R",222,6
"Di Pasquale A.",1475.35141031533,5,1470.3463656968,5,1500,0,1500,0,1500,0,"FRA","R",70,5
"Lapentti G.",1457.41372484521,9,1483.95491852638,4,1500,0,1468.48873251179,5,1500,0,"ECU","R",66,8
"Prodon E.",1475.25023649649,5,1500,0,1500,0,1472.31066507882,5,1500,0,"FRA","R",70,5
"Mota B.",1493.38377361467,3,1500,0,1500,0,1489.46756147232,3,1500,0,"POR","R",171,5
"Volandri F.",1645.7975248923,81,1481.20223713487,8,1479.2730157969,4,1672.58001378247,69,1500,0,"ITA","R",99,5
"Benneteau J.",1512.7392071378,34,1495.05029436693,19,1489.72350647676,3,1514.25357728652,12,1500,0,"FRA","R",70,5
"Nadal R.",1660.93852831938,62,1567.01451487686,27,1508.52300718907,3,1641.44546005972,32,1500,0,"ESP","L",64,5
"Srichaphan N.",1500.30571560377,2,1500,0,1500,0,1501.44236651077,2,1500,0,"THA","R",207,4
"Cermak F.",1477.30595469517,16,1489.64503515435,1,1501.82214649744,2,1488.07007584877,13,1500,0,"CZE","R",58,5
"Schuettler P.",1511.05914763486,3,1500,0,1500,0,1511.75476555468,3,1500,0,"GER","U",59,5
"Kohlschreiber P.",1467.04597986844,22,1490.5720644165,10,1500,0,1456.1128850909,12,1500,0,"GER","R",59,5
"Varlet J.",1456.66262501472,8,1462.97292014984,4,1500,0,1484.2967633769,4,1500,0,"FRA","R",70,5
"de Voest R.",1521.30615671949,9,1514.1565880521,7,1500.41398585635,2,1500,0,1500,0,"RSA","R",4,2
"Bogdanovic A.",1470.86987987265,11,1488.6776494159,1,1471.29087509785,10,1500,0,1500,0,"GBR","L",76,5
"Reid T.",1533.05785409504,32,1523.12847591275,23,1486.09765772598,8,1489.34845546393,1,1500,0,"AUT","U",17,5
"Zimonjic N.",1467.5090974838,9,1471.16666880002,3,1501.55026652253,2,1488.13299152928,4,1500,0,"SRB","R",194,5
"Baccanello P.",1479.37346100626,7,1480.4155297761,5,1499.41968316851,2,1500,0,1500,0,"AUS","R",16,7
"Niemeyer F.",1472.84375880152,13,1464.0468621528,10,1490.8115446013,3,1500,0,1500,0,"CAN","R",39,6
"Moodie W.",1442.31331308367,37,1447.2456093054,25,1472.72772273495,9,1488.84352075279,3,1500,0,"RSA","R",4,2
"Rehnquist B.",1478.78312175751,4,1489.11619470715,1,1500,0,1491.11239357702,3,1500,0,"SWE","R",181,5
"Vemic D.",1490.3774724002,3,1489.05897950243,1,1501.24403135918,2,1500,0,1500,0,"SRB","R",194,5
"Guccione C.",1505.98340983908,8,1505.19501709619,6,1499.59195149128,2,1500,0,1500,0,"AUS","L",16,7
"Hernandez O.",1442.2897866518,35,1474.62894313938,3,1490.70821738548,1,1466.80592236497,31,1500,0,"ESP","U",64,5
"Wawrinka S.",1450.38411405042,10,1493.56736919195,1,1500,0,1456.31785978762,9,1500,0,"SUI","R",198,5
"Ram R.",1477.08194612669,7,1485.11125634201,6,1489.475217588,1,1500,0,1500,0,"ESP","U",64,5
"Delic A.",1468.17115369232,11,1470.84169739091,10,1491.90773023698,1,1500,0,1500,0,"BIH","R",28,5
"Amritraj P.",1453.8312745292,12,1459.18626863401,11,1489.67766989698,1,1500,0,1500,0,"IND","R",101,4
"Bogomolov Jr. A.",1479.54948536993,9,1475.2967062743,9,1500,0,1500,0,1500,0,"RUS","R",180,5
"Tipsarevic J.",1459.16698091884,12,1468.57669169059,10,1491.04665970445,1,1493.50369916384,1,1500,0,"SRB","R",194,5
"Mergea F.",1502.40532382858,2,1500,0,1500,0,1500.23595187417,2,1500,0,"ROU","R",178,5
"Tuksar S.",1488.1546505001,3,1500,0,1500,0,1489.78328051341,3,1500,0,"CRO","R",97,5
"Youzhny A.",1519.66699117731,4,1510.80011292247,4,1500,0,1500,0,1500,0,"RUS","R",180,5
"Berdych T.",1542.05073423145,27,1508.07594569883,11,1489.37325888412,1,1542.91967594751,15,1500,0,"CZE","R",58,5
"Andreev I.",1563.14763681434,52,1477.20071706447,16,1524.77856820552,8,1555.90381790574,28,1500,0,"MKD","R",136,5
"Moldovan I.",1462.52051311436,6,1500,0,1500,0,1464.40075394027,6,1500,0,"ROU","R",178,5
"Ascione T.",1456.20400214751,31,1485.86340013765,17,1473.03237487236,3,1474.32581635947,11,1500,0,"FRA","R",70,5
"Bogomolov A.",1504.69155969459,31,1499.43786435005,24,1500.3457704111,4,1489.94064352186,3,1500,0,"RUS","R",180,5
"Veronelli D.",1492.99129979004,5,1491.59185939273,1,1500,0,1501.40849634769,4,1500,0,"ARG","R",11,8
"Tenconi T.",1497.11871425633,2,1500,0,1500,0,1498.51436557319,2,1500,0,"ITA","R",99,5
"Almagro N.",1475.48766065215,11,1500,0,1500,0,1480.67211213376,11,1500,0,"ESP","R",64,5
"Ascione A.",1499.47410164753,2,1500.76864495673,2,1500,0,1500,0,1500,0,"ITA","U",99,5
"Petzschner P.",1501.42981673,7,1511.04184639913,3,1495.44371302599,3,1491.32842892763,1,1500,0,"GER","R",59,5
"Iwami T.",1486.32762747466,3,1486.58547430769,3,1500,0,1500,0,1500,0,"JPN","L",108,4
"Iwabuchi S.",1462.48540691451,6,1461.39370119518,6,1500,0,1500,0,1500,0,"JPN","L",108,4
"Muller G.",1535.64589066307,18,1496.6072240434,12,1489.09167250315,1,1536.96554824758,5,1500,0,"ESP","U",64,5
"Hemmes F.",1487.34290638955,4,1502.88799626282,2,1491.38544489568,1,1489.39889188175,1,1500,0,"NED","R",96,5
"Kucera V.",1511.46995520977,2,1509.20487464314,2,1500,0,1500,0,1500,0,"CZE","R",58,5
"Patience O.",1484.28915703774,30,1489.27799620422,8,1498.90531787376,4,1485.16740826534,18,1500,0,"FRA","R",70,5
"Mayer F.",1593.14897239202,34,1507.33726541974,8,1528.80931869682,6,1554.79121859715,20,1500,0,"GER","R",59,5
"Hippensteel K.",1486.61248439395,4,1480.19847454798,4,1500,0,1500,0,1500,0,"USA","L",222,6
"Ramirez-Hidalgo R.",1406.03071987396,30,1440.29497917047,7,1493.50667414104,1,1445.4001735337,22,1500,0,"ESP","R",64,5
"Monaco J.",1572.78985687759,27,1499.58794551912,5,1500,0,1583.54105757241,22,1500,0,"ITA","R",99,5
"Baker B.",1443.26121983905,11,1450.93159103099,8,1499.00585448861,2,1488.16600134299,1,1500,0,"USA","R",222,6
"Cakl T.",1509.50284316956,2,1507.04523103041,2,1500,0,1500,0,1500,0,"CZE","R",58,5
"Hernych J.",1514.22091118715,21,1538.73485709252,16,1470.73867722906,3,1476.85083018145,2,1500,0,"CZE","R",58,5
"Rocha D.",1498.38559058917,3,1500,0,1500,0,1497.22969054803,3,1500,0,"ARG","U",11,8
"Robert S.",1494.64694249829,3,1500,0,1500,0,1495.91540829888,3,1500,0,"NZL","U",162,7
"Devilder N.",1501.21428388694,2,1500,0,1500,0,1496.28160724673,2,1500,0,"FRA","L",70,5
"Chela J.",1521.29934356997,3,1500,0,1500,0,1514.86773763027,3,1500,0,"ARG","R",11,8
"Pashanski B.",1490.97007565689,3,1500,0,1500,0,1489.57288767766,3,1500,0,"SRB","R",194,5
"Ventura S.",1561.1473426972,10,1500,0,1500,0,1555.73244698678,10,1500,0,"ESP","R",64,5
"Vagnozzi S.",1497.14764324172,2,1500,0,1500,0,1498.10017225188,2,1500,0,"ITA","R",99,5
"Guzman J.P.",1478.96044713827,5,1500,0,1489.15415409283,1,1482.4211064441,4,1500,0,"ARG","U",11,8
"Koellerer D.",1501.24737756501,4,1500,0,1500,0,1498.63805684671,4,1500,0,"AUT","R",17,5
"Haehnel J.",1555.10233068715,8,1549.63861718993,5,1500,0,1496.30316354448,3,1500,0,"FRA","R",70,5
"Jeanpierre J.",1517.32695701434,5,1504.72928763054,2,1500,0,1508.09670506973,3,1500,0,"FRA","R",70,5
"Garcia-Lopez G.",1510.31213571364,13,1490.00476144688,4,1500,0,1516.79019576545,9,1500,0,"ESP","R",64,5
"Starace P.",1518.74339084807,17,1489.20258961354,3,1491.57074723139,1,1532.05730421904,13,1500,0,"ITA","R",99,5
"Falla A.",1502.78860420045,12,1493.00113000719,1,1504.69084668941,2,1502.06579629103,9,1500,0,"SUD","R",182,2
"Chiudinelli M.",1475.40446015556,10,1479.95007817462,7,1501.07678661836,2,1491.70000013561,1,1500,0,"SUI","R",198,5
"Seppi A.",1489.67229834818,15,1495.83978262385,3,1498.55978402692,2,1476.02610070959,10,1500,0,"ITA","R",99,5
"Marray J.",1494.2637172565,7,1500,0,1493.36387369909,7,1500,0,1500,0,"GBR","R",76,5
"Whitehouse W.",1501.95816021476,2,1500,0,1504.91209494544,2,1500,0,1500,0,"RSA","L",4,2
"Lu Y.H.",1484.33360012214,12,1471.65062741898,6,1504.29162775362,6,1500,0,1500,0,"CHN","U",42,4
"Ancic I.",1520.54550019507,3,1500,0,1514.64628730064,3,1500,0,1500,0,"CRO","R",97,5
"Flanagan I.",1519.73119540501,3,1500,0,1516.17754846822,3,1500,0,1500,0,"GBR","U",76,5
"Bracciali D.",1500.80555977534,2,1500,0,1500.13993693312,2,1500,0,1500,0,"ITA","R",99,5
"Pescosolido S.",1467.33950284032,7,1494.66609282888,1,1491.60291046482,3,1474.96781417074,3,1500,0,"ITA","R",99,5
"Hilton M.",1490.3984068504,4,1500,0,1479.09602908589,4,1500,0,1500,0,"GBR","L",76,5
"Verdasco M.",1508.43849683739,2,1500,0,1500,0,1503.55977897424,2,1500,0,"ESP","U",64,5
"Vassallo-Arguello M.",1449.49538092421,14,1481.74441374467,2,1479.04439593284,2,1466.52058737302,10,1500,0,"ARG","R",11,8
"Beck A.",1500.80443535407,2,1500,0,1500,0,1502.0832901829,2,1500,0,"USA","U",222,6
"Schukin Y.",1483.17432543901,4,1489.5401631914,1,1500,0,1494.48797993786,3,1500,0,"KAZ","R",111,4
"Minar I.",1504.75350582642,2,1500,0,1500,0,1506.06719298852,2,1500,0,"CZE","R",58,5
"Serra F.",1482.81705249272,7,1480.04321695287,4,1500,0,1493.72410760809,3,1500,0,"ESP","U",64,5
"Kubot L.",1503.10288934138,2,1500,0,1500,0,1501.95832898533,2,1500,0,"POL","R",170,5
"Baghdatis M.",1508.74604318441,2,1507.1801495058,2,1500,0,1500,0,1500,0,"CYP","U",57,5
"Tsonga J.W.",1508.23725918574,2,1505.3326502565,2,1500,0,1500,0,1500,0,"FRA","R",70,5
"Lu H.",1503.82938826302,2,1503.09758906545,2,1500,0,1500,0,1500,0,"ESP","U",64,5
"Djokovic N.",1485.2862180305,4,1489.41123984479,1,1500,0,1495.30239861409,3,1500,0,"SRB","R",194,5
"Boeker M.",1498.86187797667,3,1499.25608432188,3,1500,0,1500,0,1500,0,"USA","R",222,6
"Roger-Vasselin E.",1497.28154980563,2,1497.74571297932,2,1500,0,1500,0,1500,0,"FRA","R",70,5
"Zhu B.Q.",1469.49584877813,5,1473.16877873106,5,1500,0,1500,0,1500,0,"KAZ","R",111,4
"van Gemerden M.",1494.13401814676,3,1500.83514662155,2,1500,0,1492.23088797808,1,1500,0,"NED","R",96,5
"Wang Y.T.",1493.81416982765,4,1503.88572762068,2,1494.17905506111,1,1489.5406980137,1,1500,0,"CHN","U",42,4
"Monfils G.",1511.00555475001,3,1509.17112377647,3,1500,0,1500,0,1500,0,"FRA","R",70,5
"Ryderstedt M.",1530.88622249611,4,1529.81703254378,4,1500,0,1500,0,1500,0,"SWE","L",181,5
"Vico U.",1493.67126249813,1,1500,0,1500,0,1493.01972686785,1,1500,0,"ITA","R",99,5
"Reynolds B.",1466.32511326683,3,1468.58941293257,3,1500,0,1500,0,1500,0,"USA","R",222,6
"Healey N.",1478.44158770246,2,1479.8837979278,2,1500,0,1500,0,1500,0,"AUS","R",16,7
"Widom T.",1489.92808024022,1,1489.4913057266,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Sun P.",1500,0,1500,0,1500,0,1500,0,1500,0,"CHN","U",42,4
"Gabashvili T.",1490.379457362,1,1500,0,1500,0,1490.25481447539,1,1500,0,"RUS","R",180,5
"Simon G.",1489.42815063991,1,1489.76598090749,1,1500,0,1500,0,1500,0,"FRA","U",70,5
"Luczak A.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","R",16,7
"Navarro-Pastor I.",1495.03109857953,1,1500,0,1491.66773320573,1,1500,0,1500,0,"ESP","U",64,5
"Fogues F.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","L",64,5
"Mertinak M.",1469.76096825477,3,1500,0,1479.18391374823,2,1489.27035818459,1,1500,0,"SVK","R",200,5
"Vik R.",1489.7,1,1500,0,1500,0,1489.7,1,1500,0,"SVK","U",200,5
"Dlouhy L.",1500,0,1500,0,1500,0,1500,0,1500,0,"CZE","R",58,5
"Murray A.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","U",222,6
"Rettenmaier T.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R",222,6
